ASIN,NID,RID,NAME,PRICE,CATEGORY,BRAND,AMAZON_INFO,NEWEGG_INFO,AMAZON_NUM_REVIEWS,NEWEGG_NUM_REVIEWS,AMAZON_RATING_1,AMAZON_RATING_2,AMAZON_RATING_3,AMAZON_RATING_4,AMAZON_RATING_5,AMAZON_RATING_AVG
B00EYKSJ1E,N82E16833320154,33-320-154,refurbished  asus rt-n66r dual-band wireless-n900 gigabit router  dd-wrt open source support - certified refurbished | ieee 802.11a/b/g/n ieee 802.3/3u/3ab,74.25,Wireless Routers,asus,b00eyksj1e 4.3 out of 5 stars 2.6 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. september 3  2013 2.4 ghz radio frequency asus rt-n66r 1.6 pounds 11 x 6.6 x 1.9 inches 11.02 x 6.57 x 1.85 inches black,rt-n66r,74,115,8,8,8,4,72,4.24
B00F4J5D9K,N82E16813130735,13-130-735,msi h81i lga 1150 intel h81 hdmi sata 6gb/s usb 3.0 mini itx intel motherboard | mini-itx ddr3 +,61.99,Motherboards,msi,b00f4j5d9k 4.1 out of 5 stars 1.3 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. october 18  2013 3840 x 2160 pixels ddr3 1600 intel 1760 mb 2 2 msi h81i 2.5 pounds 9 x 7.5 x 3 inches 9 x 7.5 x 3 inches 1 ddr3 sdram 1 1 cr2 batteries required.,h81i,506,26,9,4,5,17,65,4.25
B00F8AFMDC,9SIA85V4M10171,13-128-662,gigabyte lga 1150 intel h81 usb 3.0 sata 6gbps hdmi dvi-d d-sub matx motherboard ga-h81m-hd3 | 6gb/s micro atx,78.89,Motherboards,gigabyte,b00f8afmdc 4.1 out of 5 stars 1.8 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. september 27  2013 ddr3 1600 6 gigabyte ga-h81m-hd3 2.8 pounds 11 x 11 x 3 inches 11 x 11 x 3 inches black,ga-h81m-hd3,60,51,7,10,2,11,70,4.27
B00FAN4NKK,N82E16826249131,26-249-131,steelseries 62250 sensei wireless professional laser gaming mouse,123.69,Mice,steelseries,b00fan4nkk 3.6 out of 5 stars 9.9 ounces     february 20  2014 802.11abg steelseries 62250 pc pc  mac 4.2 ounces 5.1 x 2.7 x 1.6 inches 5.08 x 2.72 x 1.61 inches 1 lithium ion batteries required.  included ,62250,169,15,13,6,10,20,51,3.9
B00FB45SI4,N82E16833320174,33-320-174,asus rt-ac68u wireless-ac1900 dual band gigabit router ieee 802.11ac  ieee 802.11a/b/g/n aiprotection with trend micro for complete network security | dual-band black,149.69,Wireless Routers,asus,b00fb45si4 4.3 out of 5 stars 3.3 pounds     september 23  2013 8.7 inches 802.11 a/c  5.8 ghz radio frequency  802.11 a/b/g/n 1 1 asus rt-ac68u windows 7  windows 8  mac os 1.4 pounds 6.3 x 3.3 x 8.6 inches 6.3 x 3.3 x 8.6 inches black ac 19 volts,rt-ac68u,3174,366,12,4,5,11,68,4.19
B00FB4BUMW,9SIA1N842V6496,23-436-006,roccat ryos mk fx mechanical gaming keyboard with cherry mx switches  rgb illuminated backlight  macro keys  per key led lighting  wrist rest  audio jack  alienfx wired usb for pc & laptop - black | roc-12-851-be pro per-key illumination blue switch,130.8,Gaming Keyboards,roccat,b00fb4bumw 3.9 out of 5 stars 6.2 pounds     item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. october 15  2013 2 roccat roc-12-851-be pc n/a 2 pounds 20 x 9.2 x 1.5 inches 20 x 9.21 x 1.5 inches blue 1,roc-12-851-be,154,8,13,9,10,15,53,3.86
B00FH1B0G0,9SIA49U34B4501,173-000E-00001,a4tech v8ma bloody ultra gaming gear wired 8-button gaming mouse mice,16.27,Mice,a4tech,b00fh1b0g0 4.7 out of 5 stars 13.4 ounces     december 28  2013 a4tech v8ma pc linux  macintosh 5 ounces 4.8 x 3.2 x 1.6 inches 4.84 x 3.23 x 1.65 inches black none,v8ma,15,43,0,0,6,7,87,4.81
B00FJRS5BA,9SIA9HJ3H87752,22-236-622,wd black 4tb performance desktop hard disk drive - 7200 rpm sata 6gb/s 64mb cache 3.5 inch - wd4003fzex | 6 gb/s 3.5-inch,227.9,Internal Harddrives,western digital,b00fjrs5ba 4.3 out of 5 stars 1.9 pounds item can be shipped within u.s. this item is not eligible for international shipping. october 1  2013 4 tb desktop western digital wd4003fzex pc 1.7 pounds 5.8 x 4 x 1 inches 5.8 x 4 x 1 inches black/silver serial ata-600 7200 rpm,wd4003fzex,301,123,7,2,6,10,75,4.44
B00FJRS628,9SIA9HJ3JJ4494,22-236-624,wd black 2tb performance desktop hard disk drive - 7200 rpm sata 6 gb/s 64mb cache 3.5 inch  - wd2003fzex | 6gb/s,122.69,Internal Harddrives,western digital,b00fjrs628 4.4 out of 5 stars 1.6 pounds     item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. october 1  2013 2 tb serial ata-600 western digital wd2003fzex wd2003fzex pc mac 1.4 pounds 5.8 x 4 x 1 inches 5.8 x 4 x 1 inches ddr3 sdram serial ata-600 7200 rpm,wd2003fzex,709,338,5,3,7,15,70,4.42
B00FJRS6FU,9SIA9HJ3JJ4550,22-236-625,wd black 1tb performance desktop hard disk drive - 7200 rpm sata 6 gb/s 64mb cache 3.5 inch - wd1003fzex | 6gb/s,73.99,Internal Harddrives,western digital,b00fjrs6fu 4.5 out of 5 stars 1.1 pounds     item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. august 28  2013 1 tb serial ata-600 western digital wd1003fzex wd1003fzex pc mac 1 pounds 5.8 x 4 x 1 inches 5.8 x 4 x 1 inches black serial ata-600 7200 rpm,wd1003fzex,1214,533,5,1,3,11,80,4.6
B00FMWMKZE,N82E16822236748,22-236-748,western digital elements 2tb usb 3.0 portable external hard drive  wdbu6y0020bbk-eesn  | wd model black,62.49,External Harddrives,western digital,b00fmwmkze 4.5 out of 5 stars 11.7 ounces currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. august 7  2012 2 tb portable western digital wdbu6y0020bbk-eesn mac 11.7 ounces 4.4 x 3.2 x 0.8 inches 4.37 x 3.23 x 0.83 inches,wdbu6y0020bbk-eesn,10,14,0,0,10,20,70,4.6
B00FO5UZC4,N82E16819113349,19-113-349,amd a4-6300 richland dual-core 3.7 ghz socket fm2 65w ad6300okhlbox desktop processor amd radeon hd 8370d | 2 na,30.95,CPUs,amd,b00fo5uzc4 4.3 out of 5 stars 8.8 ounces     item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. october 6  2013 3.7 ghz a-series dual core a4 amd ad6300okhlbox pc windows 7 ultimate 7 ounces 12.2 x 5.3 x 7.2 inches 12.25 x 5.3 x 7.25 inches green and black amd 2 ddr3 sdram,ad6300okhlbox,30,69,6,3,7,7,77,4.46
B00FOW7LBU,9SIA9JJ3RA2353,28-415-640,hp laserjet pro 400 m401dne laser printer - monochrome - 1200 x 1200 dpi print - plain paper print - desktop cf399ar#bgj | cf399a up to 35 ppm usb/ethernet duplex workgroup,394.97,Laser Printers,hp,17.3 x 13.2 x 19.4 inches 32 pounds 32 pounds b00fow7lbu cf399ar 0.0 out of 5 stars october 7  2013 none none,m401dne,0,23,0,0,0,0,0,0
B00FSAHJ24,N82E16820226459,20-226-459,mushkin enhanced ventura ultra 240gb usb 3.0 flash drive model mknufdvu240gb | solid state,118.99,USB Flash Drives,mushkin enhanced,b00fsahj24 3.6 out of 5 stars 0.8 ounces     october 11  2013 mushkin mknufdvu240gb pc  mac  unix 0.8 ounces 3.7 x 0.9 x 0.5 inches 3.66 x 0.94 x 0.52 inches black none,mknufdvu240gb,35,14,6,9,20,14,51,3.95
B00FU829ZQ,9SIA6BM56U1172,2MG-000K-00009,refurbished  gigabyte ga-f2a88xm-d3h fm2+ / fm2 amd a88x  bolton d4  sata 6gb/s usb 3.0 hdmi micro atx amd motherboard,61.99,Motherboards,gigabyte,b00fu829zq 4.3 out of 5 stars 2.5 pounds currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. october 12  2013 9.6 inches 4096 x 2160 64 gb ddr3 2133 amd 2048 mb 2 gigabyte ga-f2a88xm-d3h 2.2 pounds 11 x 11 x 3 inches 11 x 11 x 3 inches ddr3 sdram 1 1.5 volts,ga-f2a88xm-d3h,92,0,8,2,6,11,73,4.39
B00FU829ZQ,9SIA85V4R41161,13-128-659,gigabyte ga-f2a88xm-d3h fm2+ / fm2 amd a88x  bolton d4  sata 6gb/s usb 3.0 hdmi micro atx amd motherboard,93.94,Motherboards,gigabyte,b00fu829zq 4.3 out of 5 stars 2.5 pounds currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. october 12  2013 9.6 inches 4096 x 2160 64 gb ddr3 2133 amd 2048 mb 2 gigabyte ga-f2a88xm-d3h 2.2 pounds 11 x 11 x 3 inches 11 x 11 x 3 inches ddr3 sdram 1 1.5 volts,ga-f2a88xm-d3h,92,217,8,2,6,11,73,4.39
B00FYWCL2E,9SIA4M54TG7086,26-402-072,audio-technica quietpoint ath-anc7b 3.5mm/ 6.3mm connector circumaural active noise-cancelling headphone | audio technica svis headphones,93.06,Headphones,audio-technica,11 x 3 x 8 inches 1.6 pounds 1.6 pounds     audio technica b00fywcl2e aud athanc7bsvis 1 aaa batteries required. 3.6 out of 5 stars october 17  2013 none none,ath-anc7b,194,12,8,14,19,24,35,3.64
B00G3NPBAW,N82E16820231673,20-231-673,g.skill sniper series 16gb  2 x 8gb  240-pin ddr3 sdram ddr3 2400  pc3 19200  desktop memory model f3-2400c11d-16gsr | ddr3-2400 ram,104.89,Memory,g.skill,1 x 1 x 1 inches 1.6 ounces 4.2 ounces     g.skill b00g3npbaw made in usa or imported f3-2400c11d-16gsr 4.5 out of 5 stars october 22  2013 none none,f3-2400c11d-16gsr,31,88,3,0,0,13,84,4.75
B00G5SSERC,N82E16820231728,20-231-728,g.skill ripjaws series 16gb  2 x 8g  204-pin ddr3 so-dimm ddr3l 1600  pc3l 12800  laptop memory model f3-1600c11d-16grsl,104.99,Memory,g.skill,b00g5sserc 4.6 out of 5 stars 1.4 ounces     december 23  2013 16 gb ddr3 sdram 1600 mhz g.skill f3-1600c11d-16grsl 0.5 ounces 5.5 x 1.6 x 0.4 inches 5.51 x 1.57 x 0.39 inches ddr3 sdram 1.35 volts,f3-1600c11d-16grsl,23,32,4,0,0,5,91,4.79
B00GE97LKI,N82E16822165570,22-165-570,buffalo drivestation 3tb usb 3.0 external desktop hard drive hd-lc3.0u3 | 3 tb,122.47,External Harddrives,buffalo,b00ge97lki 4.2 out of 5 stars 2.6 pounds     item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. november 29  2013 3 tb desktop buffalo hd-lc3.0u3 pc  mac 2 pounds 7.4 x 1.5 x 4.7 inches 7.36 x 1.54 x 4.72 inches black ac,hd-lc3.0u3,148,14,14,3,6,9,68,4.14
B00GTZPO5Q,N82E16811112331,11-112-331,lian-li case pc-a05fnb mid tower aluminum 2/1/ 3  atx usb3.0 black retail | lian li computer,92.34,Computer Cases,lian li,17.7 x 9.8 x 21.6 inches 13.2 pounds 10 pounds     lian-li b00gtzpo5q pc-a05fnb 5.0 out of 5 stars september 11  2011 none none,pc-a05fnb,7,51,0,0,0,0,100,5
B00GXFJPEI,9SIA1N82853963,26-104-360,logitech m310 910-001675 silver 3 buttons 1 x wheel usb rf wireless laser mouse | -,22.08,Mice,logitech,b00gxfjpei 5.0 out of 5 stars 4.8 ounces     november 26  2013 logitech 910-001675 4.8 ounces 1.5 x 2.4 x 3.8 inches 1.5 x 2.4 x 3.75 inches black silver gray none,910-001675,1,66,0,0,0,0,100,5
B00H4XH586,N82E16822178433,22-178-433,seagate backup plus slim 1tb portable external hard drive with 200gb of cloud storage & mobile device backup usb 3.0 - stdr1000102  blue ,57.49,External Harddrives,seagate,b00h4xh586 4.3 out of 5 stars 6.4 ounces     item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. december 13  2013 18 inches 1 tb portable seagate stdr1000102 mac n/a 5.3 ounces 4.5 x 3 x 0.4 inches 4.47 x 2.99 x 0.38 inches blue,stdr1000102,11413,15,11,3,3,12,71,4.29
B00H7Z7XA6,9SIA85V4M10187,19-113-360,amd a10-7700k kaveri 10 compute cores  4 cpu + 6 gpu  3.4 ghz socket fm2+ 95w desktop processor amd radeon r7 series ad770kxbjabox | a10-series apu,109.96,CPUs,amd,b00h7z7xa6 4.4 out of 5 stars 11.2 ounces     item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. january 14  2014 3.4 ghz fx-series quad-core fx-4170 amd ad770kxbjabox 10.6 ounces 5.5 x 5 x 2.8 inches 5.5 x 5 x 2.8 inches amd 4 ddr3 sdram,ad770kxbjabox,75,70,1,3,3,16,77,4.65
B00HEASH18,9SIA4RR1X92549,34-100-344,"refurbished  apple notebook  b grade  macbook mc516ll/a intel core 2 duo p8600  2.40 ghz  2gb ddr3 memory 250 gb hdd 0 gb ssd nvidia geforce 320m 13.3"" mac os x v10.6 snow leopard | white unibody - 2010 a1342/mc516ll/a - 2.4ghz core2duo/2gb ram/250gb/batt/ac",312,Laptops,apple,b00heash18 4.1 out of 5 stars 5.3 pounds july 24  2014 13 inches 1024 x 800 2.4 ghz intel core 2 duo 4 gb so-dimm ddr3 250 gb mechanical_hard_drive apple mc516ll/a a1342 mac osx 10.8.5 4.7 pounds 13 x 9.1 x 1.1 inches 13 x 9.12 x 1.08 inches white intel 2 ddr3 sdram serial ata,mc516ll/a,59,7,10,2,5,17,66,4.27
B00HEMAI04,9SIA4P02JS6218,28-113-850,brother mfc-9130cw digital color all-in-one laser printer with wireless networking | / led multifunction -,325.41,Laser Printers,brother,56 pounds 56 pounds     b00hemai04 mfc-9130cw 0.0 out of 5 stars december 18  2013 none none,mfc-9130cw,0,19,0,0,0,0,0,0
B00HEX9JSK,9SIAAM84KZ0830,26-957-004,sharkk wireless mouse ergonomic mouse 2.4g vertical mouse high precision optical mice with 5 buttons | 5-button w/ design,12.02,Mice,sharkk,8.6 x 4.3 x 4.7 inches 7.8 ounces 8 ounces     sharkk b00hex9jsk sk137g 4.2 out of 5 stars december 19  2013 none none,sk137g,963,8,6,7,8,20,59,4.19
B00HPX7J4K,9SIA68V21E0640,13C-001F-00002,be quiet! dark rock pro 3 silentwings cpu cooler 250w tdp - bk019 | silent wings,83.94,CPU Fans and Heatsinks,be quiet!,b00hpx7j4k 3.9 out of 5 stars 3.7 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item can be shipped to select countries outside of the u.s. january 14  2014 be quiet! bk019 3 pounds 8.3 x 6.1 x 6.9 inches 8.27 x 6.1 x 6.89 inches black  silver 1 none,bk019,33,117,3,6,9,15,67,4.37
B00HQRCGPC,N82E16813157478,13-157-478,asrock fm2a78m-itx+ fm2+ / fm2 amd a78  bolton d3  sata 6gb/s usb 3.0 hdmi mini itx amd motherboard | ddr3 1066 na,90.74,Motherboards,asrock,b00hqrcgpc 5.0 out of 5 stars 1.6 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. january 8  2014 4096 x 2160 pixels 32 gb ddr3 1066 2048 mb 2 asrock fm2a78m-itx+ 2.1 pounds 11 x 8.4 x 3 inches 11 x 8.4 x 3 inches ddr3 sdram 1 1 lithium ion batteries required.,fm2a78m-itx+,1,26,0,0,0,0,100,5
B00HQRK6D6,9SIA9JJ4NW3654,28-113-833,brother hl-3140cw single function digital color printer with wireless networking,200.78,Laser Printers,brother,23 x 20.6 x 13.9 inches 1 pounds 43 pounds     b00hqrk6d6 0.0 out of 5 stars january 8  2014 none none,hl-3140cw,0,14,0,0,0,0,0,0
B00HQXUFYA,12K-00TG-00005,12K-00TG-00005,g-technology g-drive with thunderbolt high-performance storage solution 4tb  thunderbolt  usb 3.0   0g03050  | / desktop external hard drive silver,314.95,External Harddrives,g-technology,b00hqxufya 3.9 out of 5 stars 4.2 pounds     item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. january 7  2014 4 tb external g-technology 0g03050 mac 2.9 pounds 5.1 x 9.2 x 1.9 inches 5.12 x 9.25 x 1.89 inches silver 7200 rpm,0g03050,180,0,23,4,5,14,54,3.72
B00HRG01A4,9SIA8H540G1641,14S-002R-000T2,brother hl-l2380dw wireless monochrome laser printer  amazon dash replenishment enabled | refurbished ehl-l2380dw,133.6,Laser Printers,brother,15.7 x 16.1 x 10.5 inches 21.6 pounds 27.4 pounds     item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. b00hrg01a4 hll2380dw 4.4 out of 5 stars january 8  2014 none none,hl-l2380dw,1309,2,7,4,5,16,68,4.34
B00HRG01A4,N82E16828113935,28-113-935,brother hl-l2380dw duplex 2400 dpi x 600 dpi usb / wireless / ethernet mono laser printer | monochrome amazon dash replenishment enabled,129.01,Laser Printers,brother,15.7 x 16.1 x 10.5 inches 21.6 pounds 27.4 pounds     item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. b00hrg01a4 hll2380dw 4.4 out of 5 stars january 8  2014 none none,hl-l2380dw,1309,27,7,4,5,16,68,4.34
B00HTK1NCS,9SIA1GK34T0113,0ZK-025X-00001,redragon m601 centrophorus-2000 dpi gaming mouse for pc  6 buttons  weight tuning set  omron micro switches | set.,13.57,Mice,redragon,b00htk1ncs 4.3 out of 5 stars 8.2 ounces     january 12  2014 redragon ds-2493 pc 4.6 ounces 4.7 x 2.8 x 1.5 inches 4.72 x 2.76 x 1.54 inches none,m601,4995,15,6,4,7,17,66,4.33
B00HU7C7Q6,9SIA0AJ0PV5083,33-124-459,linksys ea4500 app-enabled n900 dual-band wireless-n router with gigabit and usb  certified refurbished  | wi-fi ieee 802.11a/b/g/n ieee 802.3/3u/3ab,109.86,Wireless Routers,linksys,12 x 9.1 x 2.9 inches 1.8 pounds 1.8 pounds     linksys b00hu7c7q6 made in usa 3.8 out of 5 stars january 13  2014 none none,ea4500,373,98,24,3,5,13,55,3.72
B00HV6V5NC,N82E16820239849,20-239-849,kingston technology valueram 2gb 1333mhz ddr3 non-ecc cl9 sodimm sr x16 notebook and portable memory kvr13s9s6/2 | 204-pin so-dimm 1333 pc3 10600 laptop model,16.68,Memory,kingston,b00hv6v5nc 4.3 out of 5 stars 10.6 ounces     item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. june 12  2012 2048 mb ddr3 1333 1333 mhz kingston technology kvr13s9s6/2 kvr13s9s6/2 0.5 ounces 3.8 x 1.8 x 0.3 inches 3.75 x 1.8 x 0.3 inches green ddr3 sdram 1.5 volts,kvr13s9s6/2,25,6,4,4,8,8,76,4.48
B00HVT27B8,N82E16820233650,20-233-650,corsair flash voyager go 64gb usb3.0 micro usb otg flash drive for android devices | 3.0 cmfvg-64gb-na,28.89,USB Flash Drives,corsair,b00hvt27b8 4.4 out of 5 stars 7.2 ounces     item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. january 13  2014 corsair cmfvg-64gb-na pc  mac 0.5 ounces 3.9 x 5.5 x 0.2 inches 3.93 x 5.51 x 0.23 inches black none,cmfvg-64gb-na,413,30,4,3,5,15,73,4.5
B00HZE2PJS,N82E16823162029,23-162-029,tt esports poseidon z mechanical gaming keyboard with blue switches  full blue led backlit  5 years warranty  kb-piz-klblus-01  | illuminated -,72.49,Gaming Keyboards,tt esports,b00hze2pjs 3.8 out of 5 stars 3 pounds     item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. february 19  2014 tt esports kb-piz-klblus-01 pc all windows server versions 2000  windows 10 3 pounds 19.5 x 1.4 x 9.5 inches 19.5 x 1.4 x 9.5 inches blue switches none,kb-piz-klblus-01,701,116,13,9,8,16,54,3.89
B00I3DOZEI,9SIA9B553V1975,34-314-435,"acer laptop aspire e1 e1-731-4699 intel pentium 2020m  2.40 ghz  4 gb memory 500 gb hdd intel hd graphics 17.3"" windows 7 home premium 64-bit | 17 inch 2.4 processor 4gb ram 500gb hard drive",499.97,Laptops,acer,b00i3dozei 4.0 out of 5 stars 8.8 pounds     january 27  2014 17.3 inches 1600 x 900 pixels 1600x900 2.4 ghz pentium 4 gb ddr3 500 gb hdd 5400 rpm intel hd graphics intel integrated 802.11bgn 1 2 3 hours acer p2020m nx.mgaaa.004 e1-731-4699 consumer electronics windows 7 7 pounds 10.8 x 16.3 x 1.4 inches 10.8 x 16.3 x 1.4 inches grey 1 mp intel 2 ddr3 sdram serial ata 5400 rpm dvd super multi dl 1 lithium-ion  li-ion  1 lithium ion batteries required.,e1-731-4699,217,16,10,6,8,20,56,4.06
B00I6DLKCA,9SIA85V4M09713,13-128-693,gigabyte lga 1150 intel h81 usb3.0/sata 6gbs hdmi dual uefi bios matx motherboard ga-h81m-h | sata 6gb/s usb 3.0 micro atx,64.48,Motherboards,gigabyte,b00i6dlkca 3.7 out of 5 stars 1.7 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. january 27  2014 4096 x 2160 pixels ddr3 1600 1024 mb 2 gigabyte ga-h81m-h 1.4 pounds 11 x 3 x 10 inches 11 x 3 x 10 inches black 1 ddr3 sdram 1 1.5 volts,ga-h81m-h,38,21,21,8,5,5,61,3.77
B00I7EM752,N82E16833320177,33-320-177,refurbished  asus rt-ac68r wireless-ac1900 dual-band gigabit router factory refurbished,129.69,Wireless Routers,asus,b00i7em752 4.4 out of 5 stars 3 pounds january 9  2014 802.11 a/b/g/n  802.11abg asus rt-ac68r 3.5 pounds 12.2 x 9.3 x 3.7 inches 12.2 x 9.3 x 3.7 inches,rt-ac68r,143,49,7,6,3,13,71,4.35
B00IAQ55ZG,9SIA4RE5084825,26-618-056,mad catz r.a.t.te tournament edition gaming mouse for pc and mac -matte black,58.99,Mice,mad catz,b00iaq55zg 4.0 out of 5 stars 7.8 ounces     item can be shipped within u.s. this item is not eligible for international shipping. march 25  2014 802.11abg mad catz mcb437040002/04/1 pc macintosh 4 ounces 4.5 x 3 x 6.1 inches 4.53 x 2.95 x 6.1 inches black  blue 1 ddr3 sdram,mcb437040002/04/1,160,14,10,9,6,14,61,4.07
B00IE5C6LO,9SIACJW56S9448,86-522-001,seiki su4kc1 u-vision hdmi cable  upconversion technology for 4k ultra hd tvs   upscaling low solutions to 4k | up converting,18.94,HDMI Cables,seiki,19 x 9 x 13 inches 8 ounces 8 ounces tongfang global inc /seiki b00ie5c6lo item can be shipped within u.s. this item is not eligible for international shipping. made in usa or imported su4kc1 3.3 out of 5 stars february 5  2014 none none,su4kc1,200,3,22,11,13,14,40,3.39
B00IEG4H1K,9SIA0AJ5653237,33-320-215,asus rt-ac66r dual-band wireless-ac1750 gigabit router ieee 802.11ac  ieee 802.11a/b/g/n  ieee 802.3/3u/3ab,127.42,Wireless Routers,asus,b00ieg4h1k 4.3 out of 5 stars 2.5 pounds february 12  2014 802.11 a/b/g/n/ac asus rt-ac66r windows 8  windows 7  windows xp  windows vista  windows 2003  windows xp  android 2.5 pounds 8.1 x 1.4 x 5.9 inches 8.1 x 1.4 x 5.9 inches black,rt-ac66r,176,32,13,6,6,11,64,4.07
B00IEG4H1K,N82E16833320157,33-320-157,refurbished  asus rt-ac66r dual-band wireless-ac1750 gigabit router â€“asus certified. | 802.11ac,92.47,Wireless Routers,asus,b00ieg4h1k 4.3 out of 5 stars 2.5 pounds february 12  2014 802.11 a/b/g/n/ac asus rt-ac66r windows 8  windows 7  windows xp  windows vista  windows 2003  windows xp  android 2.5 pounds 8.1 x 1.4 x 5.9 inches 8.1 x 1.4 x 5.9 inches black,rt-ac66r,176,135,13,6,6,11,64,4.07
B00IF0JAIU,N82E16825124008,25-124-008,netgear n300  8x4  wifi docsis 3.0 cable modem router  c3000  certified for xfinity from comcast  spectrum  cox  cablevision & more | c3000-100nas up to 300mbps,81.84,Wireless Routers,netgear,b00if0jaiu 3.8 out of 5 stars 1.6 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item can be shipped to select countries outside of the u.s. february 15  2014 2.4 ghz radio frequency netgear netgear c3000-100nas n/a 1.2 pounds 9.1 x 10.8 x 3.1 inches 9.13 x 10.83 x 3.15 inches black ac,c3000-100nas,6137,26,15,6,6,18,55,3.92
B00IG3GPTS,9SIA9K857G1991,23-114-038,razer blackwidow ultimate 2014 elite mechanical gaming keyboard - green switch,79.88,Gaming Keyboards,razer,b00ig3gpts 4.2 out of 5 stars 5.3 pounds     item can be shipped within u.s. this item is not eligible for international shipping. march 6  2014 1 razer rz03-00384600-r3u1 pc all windows server versions 2000 3.3 pounds 18.5 x 7.2 x 1.5 inches 18.52 x 7.17 x 1.54 inches black 1,rz03-00384600-r3u1,780,96,11,7,6,12,64,4.11
B00IGL3L2E,9SIA4A03E73253,33-124-531,linksys wrt1900ac wireless ac dual band router ac1900  open source ready  esata/ usb 3.0 ports,159.99,Wireless Routers,linksys,7.7 x 9.8 x 2 inches 3 pounds 4.3 pounds     linksys b00igl3l2e imported  united arab emirates  wrt1900ac-ej 3.5 out of 5 stars july 18  2014 none none,wrt1900ac,89,134,17,6,11,12,54,3.8
B00IGL3L2E,9SIA7JJ2YJ7882,0E6-0029-00088,refurbished  linksys wrt1900ac dual-band smart wi-fi wireless ac router  2.4 + 5ghz  | dual band,119.99,Wireless Routers,linksys,7.7 x 9.8 x 2 inches 3 pounds 4.3 pounds     linksys b00igl3l2e imported  united arab emirates  wrt1900ac-ej 3.5 out of 5 stars july 18  2014 none none,wrt1900ac,89,25,17,6,11,12,54,3.8
B00IIDD0ZS,9SIA4RE4PR6823,26-105-106,microsoft wireless mobile mouse 1850  black  u7z-00001 ,12.49,Mice,microsoft,b00iidd0zs 4.4 out of 5 stars 6.4 ounces     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item can be shipped to select countries outside of the u.s. february 18  2014 2.4 ghz radio frequency  802.11 a/b/g/n microsoft u7z-00001 u7z-00001 5.4 ounces 5.5 x 4.9 x 2.4 inches 5.51 x 4.92 x 2.36 inches black alkaline 1 aa batteries required.  included ,u7z-00001,461,10,5,5,4,13,73,4.44
B00IJ44K32,9SIA85V3TA5065,23H-001X-00004,creative sound blaster audigy fx pcie 5.1 sound card with high performance headphone amp | 30sb157000,42.48,Sound Cards,creative,b00ij44k32 4.5 out of 5 stars 6.4 ounces     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. november 21  2013 creative labs sb1570 30sb157000001 2.1 ounces 14.2 x 12.9 x 8.1 inches 14.25 x 12.91 x 8.07 inches 1 none,sb1570,2,1,0,0,0,50,50,4.5
B00IJYGIU0,9SIA4MR4MH7581,33-124-470,linksys ea6500 v2 ac1750 wi-fi wireless dual-band+ router with gigabit  smart wi-fi app enabled  open source supported | dual-band and 2x usb v1- certified refurbished,67.27,Wireless Routers,linksys,12.9 x 10.4 x 2.8 inches 2.3 pounds 2.4 pounds     linksys b00ijygiu0 ea6500-rmv1 3.3 out of 5 stars february 26  2013 none none,ea6500,77,127,31,7,10,12,40,3.23
