ASIN,NID,RID,NAME,PRICE,CATEGORY,BRAND,AMAZON_INFO,NEWEGG_INFO,AMAZON_NUM_REVIEWS,NEWEGG_NUM_REVIEWS,AMAZON_RATING_1,AMAZON_RATING_2,AMAZON_RATING_3,AMAZON_RATING_4,AMAZON_RATING_5,AMAZON_RATING_AVG
B0051MQM0E,9SIA24G1S88528,22-510-019,micronet fantom gforce/3 gf3b2000u64 2tb  usb 3.0 64mb buffer external hard drive  aluminum enclosure | desktop black,110.01,External Harddrives,fantom drives,b0051mqm0e 4.0 out of 5 stars 3.3 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item can be shipped to select countries outside of the u.s. may 19  2011 2 tb 1 fantom drives gf3b2000u64 pc mac 3.7 pounds 10.2 x 9 x 3.4 inches 10.2 x 9 x 3.4 inches brushed black,gf3b2000u64,3,1,33,0,0,0,67,3.68
B0051QQJ44,9SIA3912D88094,11-144-267,apevia x-trooper x-trp-gn atx mid tower gaming case with 5 fans  large green tinted side window  top 2 x usb3.0/2 x usb2.0/1 x esata/2 x hd audio ports- green | series black/green steel computer,71.1,Computer Cases,apevia,b0051qqj44 4.1 out of 5 stars 15.6 pounds     may 19  2011 4 apevia x-trp-gn 17 pounds 19.5 x 7.5 x 18.8 inches 19.5 x 7.5 x 18.75 inches green 1,x-trp-gn,86,61,6,3,8,21,62,4.3
B0052L77SA,9SIA0AJ25B3476,22-136-996,wd elements se portable 1 tb usb 3.0 external hard drive - wdbpck0010bbk-nesn | 1tb model,105.87,External Harddrives,western digital,5 x 3.1 x 0.6 inches 7 ounces 4.8 ounces western digital b0052l77sa imported wdbpck0010bbk-nesn 4.4 out of 5 stars august 29  2011 none none,wdbpck0010bbk-nesn,325,37,4,2,2,16,76,4.58
B0054JGGGY,9SIA4RE4UB0316,26-153-080,razer mamba rechargable wireless pc gaming mouse | rechargeable,79.98,Mice,razer,4.7 x 4.7 x 8.7 inches 2 pounds 2 pounds     item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. b0054jgggy rz01-00120400-r3u1 1 lithium ion batteries required.  included  3.3 out of 5 stars june 9  2011 none none,rz01-00120400-r3u1,638,238,25,13,9,14,39,3.29
B0054KPK9C,N82E16820233190,20-233-190,corsair xms3 16gb  4 x 4gb  240-pin ddr3 sdram ddr3 1333 desktop memory model cmx16gx3m4a1333c9 | 4x4gb 1333mhz c9 kit 1.5v,125.49,Memory,corsair,7 x 5 x 0.5 inches 4 ounces 9.6 ounces     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item can be shipped to select countries outside of the u.s. b0054kpk9c cmx16gx3m4a1333c9 4.6 out of 5 stars june 10  2011 none none,cmx16gx3m4a1333c9,108,112,5,2,1,3,89,4.69
B00552PMWE,N82E16817182207,17-182-207,rosewill power supply tfx12v 300w power supply tfx12v 300 power supply sl-300tfx | - oem,24.99,Power Supplies,rosewill,b00552pmwe 3.9 out of 5 stars 2.4 pounds     item can be shipped within u.s. this item is not eligible for international shipping. march 19  2011 rosewill sl-300tfx 2.4 pounds 5.8 x 3.2 x 2.5 inches 5.75 x 3.2 x 2.5 inches stainless steel 110 volts none,sl-300tfx,35,42,6,3,14,26,51,4.13
B0055EIIXW,N82E16817152036,17-152-036,raidmax hybrid 2 rx-730ss 730w atx12v v2.2/ eps12v sli ready crossfire ready modular power supply  new version with build-in led fan on/off switch | atx12v/,59.99,Power Supplies,raidmax,6.2 x 5.9 x 3.4 inches 2.2 pounds 4.4 pounds     b0055eiixw rx-730ss 3.7 out of 5 stars april 8  2011 none none,rx-730ss,68,787,13,9,3,12,63,4.03
B0055Q7BR4,9SIA2F84D69150,11-139-008,corsair carbide series 400r graphite grey and black atx mid tower gaming case | computer,115.39,Computer Cases,corsair,20.5 x 8.1 x 19.8 inches 15.6 pounds 20.2 pounds b0055q7br4 cc-9011011-ww 4.5 out of 5 stars june 10  2011 none none,400r,244,423,2,1,5,17,75,4.62
B00569K7LM,N82E16820233186,20-233-186,corsair vengeance lp 8gb  2 x 4gb  240-pin ddr3 sdram ddr3 1600  pc3 12800  low profile desktop memory model cml8gx3m2a1600c9 | 2x4gb mhz 1.5v,63.49,Memory,corsair,5.9 x 0.7 x 5.4 inches 2.1 ounces 3.5 ounces     b00569k7lm cml8gx3m2a1600c9 4.7 out of 5 stars june 22  2011 none none,cml8gx3m2a1600c9,270,274,2,1,2,9,86,4.76
B0057V2PXM,9SIAAEE4M22713,19-115-218,intel core i5-670 clarkdale dual-core 3.46 ghz lga 1156 73w bx80616i5670 desktop processor intel hd graphics | new-core -,203.5,CPUs,intel,1.5 pounds 1.5 pounds     intel b0057v2pxm 0.0 out of 5 stars june 18  2011 none none,bx80616i5670,0,13,0,0,0,0,0,0
B0058FAYQ2,N82E16817153166,17-153-166,thermaltake tr2 600 watt atx12v v2.3 sli ready crossfire ready 5 year warranty power supply | tr-600 600w,49.97,Power Supplies,thermaltake,b0058fayq2 4.2 out of 5 stars 3.9 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item can be shipped to select countries outside of the u.s. july 5  2011 thermaltake 600w cable management power supply tr-600 4 pounds 7 x 10 x 4 inches 7 x 10 x 4 inches black 110 volts none,tr-600,461,248,12,6,7,15,60,4.05
B0058J1QII,N82E16820233197,20-233-197,corsair vengeance lp 16gb  4 x 4gb  240-pin ddr3 sdram ddr3 1600  pc3 12800  desktop memory model cml16gx3m4a1600c9 | 4x4gb mhz 1.5v,124.99,Memory,corsair,6.2 x 0.5 x 4.8 inches 0.6 ounces 4 ounces     item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. b0058j1qii cml16gx3m4a1600c9 4.1 out of 5 stars june 30  2011 none none,cml16gx3m4a1600c9,48,96,4,6,8,9,73,4.41
B0058VIWUG,N82E16822154550,22-154-550,lacie 500gb rugged mini external hard drive usb 3.0 model lac301556 orange | 7200rpm 500 gb 301556,69.99,External Harddrives,lacie,5.3 x 3.4 x 0.8 inches 0.6 ounces 0.6 ounces     item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. b0058viwug lac301556 7025-01-616-2953 4.4 out of 5 stars march 30  2010 none none,lac301556,110,2,6,4,4,12,74,4.44
B005AT5UZG,N82E16822215086,22-215-086,"verbatim store n save 2tb usb 3.0 3.5"" desktop hard drive 97580 black | 'n'",101.95,External Harddrives,verbatim,b005at5uzg 4.0 out of 5 stars 2.9 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. march 30  2011 2 tb desktop 1 7025-01-618-6050 verbatim 97580 pc  mac 2.9 pounds 7.9 x 9.5 x 3.1 inches 7.87 x 9.49 x 3.07 inches black,97580,54,3,20,2,0,22,56,3.92
B005BRRFAK,9SIA9AX4SS5695,23H-000F-00061,refurbished  creative labs sound blaster live! 5.1 pci sb0200 sound card 0r533 | audio,8.1,Sound Cards,creative,4.8 x 4.2 x 0.7 inches 3.2 ounces 3.2 ounces creative labs b005brrfak sb0200 3.6 out of 5 stars july 8  2011 none none,sb0200,9,0,0,11,22,33,34,3.9
B005C2BNJI,9SIA2W01BU0076,22-154-548,lacie 1tb rugged triple portable external hard drive usb 3.0 / 2 x firewire800 model lac301984 orange | old firewire 800 1 tb 301984,114.74,External Harddrives,lacie,3.5 x 1 x 5.7 inches 9.6 ounces 1.1 pounds     item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. b005c2bnji lac301984 7025-01-604-5133 4.1 out of 5 stars june 27  2011 none none,lac301984,248,7,20,5,3,11,61,3.88
B005F7794S,9SIA6ZP3KN8541,11-133-192,thermaltake level 10 gt snow edition  vn10006w2n  white and black secc / plastic atx full tower computer case with four fans - 1 x 200mm side  1 x 200mm top  1 x 200mm front  1 x 140mm rear | super gaming modular,190.94,Computer Cases,thermaltake,b005f7794s 4.6 out of 5 stars 33.9 pounds     item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. august 30  2011 2 thermaltake thermaltake inc. vn10006w2n 28 pounds 23.2 x 11.1 x 23 inches 23.23 x 11.1 x 22.99 inches white 1,vn10006w2n,254,264,5,3,7,9,76,4.48
B005GHTEV8,N82E16822301002,22-301-002,silicon power 1tb rugged armor a80 iec 529 ipx7 shockproof  waterproof 2.5-inch usb 3.0 military grade external portable hard drive - blue | model sp010tbphda80s3b,65.49,External Harddrives,silicon power,b005ghtev8 4.3 out of 5 stars 14.4 ounces     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. september 2  2010 1024 gb portable 1 silicon power silicon power computer & communications usa inc. sp010tbphda80s3b pc  mac 11.8 ounces 5.5 x 3.7 x 0.7 inches 5.5 x 3.7 x 0.7 inches waterproof/blue,sp010tbphda80s3b,1278,36,8,3,3,11,75,4.42
B005IHZ938,N82E16811133194,11-133-194,thermaltake overseer rx-i vn700m1w2n black secc atx full tower computer case standard ps2 psu power supply | rx-1,102.49,Computer Cases,thermaltake,22.8 x 21.1 x 8.7 inches 22.7 pounds 26.5 pounds     item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. b005ihz938 vn700m1w2n 4.5 out of 5 stars october 15  2011 none none,vn700m1w2n,60,216,0,2,5,13,80,4.71
B005KSAJXK,9SIA4RE4NM4157,26-104-643,logitech wireless mouse m525 - navy / grey | navy/grey,28.63,Mice,logitech,b005ksajxk 4.5 out of 5 stars 10.4 ounces     september 5  2011 logitech hfs-koi-zk-a12188 910-002698 linux kernel 2.6+ 9.6 ounces 8.3 x 2.3 x 7.1 inches 8.27 x 2.28 x 7.09 inches navy/grey alkaline 2 aa batteries required.  included  none,910-002698,1241,14,4,4,7,14,71,4.44
B005L38QHA,9SIA4RE4ZU5124,26-249-074,steelseries world of warcraft mmo legendary edition mouse | gaming,35.75,Mice,steelseries,8 x 6.8 x 2.2 inches 14.4 ounces 14.1 ounces item can be shipped within u.s. this item is not eligible for international shipping. b005l38qha 62050 3.7 out of 5 stars may 10  2011 none none,62050,440,7,17,10,12,13,48,3.65
B005L39H1O,9SIA0AJ3FF5809,28-102-728,canon color imageclass mf8080cw mfp up to 12 ppm 2400 x 600 dpi color print quality color wireless 802.11b/g/n laser printer | multifunction 5119b001,548.49,Laser Printers,canon,19.2 x 17 x 16.9 inches 57.4 pounds 68 pounds item can be shipped within u.s. this item is not eligible for international shipping. b005l39h1o 5119b001 3.3 out of 5 stars july 25  2011 none none,mf8080cw,40,17,22,13,20,15,30,3.18
B005LIDU5S,N82E16811147123,11-147-123,rosewill dual fans microatx mini tower computer case fbm-01 | 2,27.77,Computer Cases,rosewill,b005lidu5s 4.1 out of 5 stars 7.8 pounds     item can be shipped within u.s. this item is not eligible for international shipping. september 6  2011 2 rosewill fbm-01 7.8 pounds 13.8 x 6.9 x 13.9 inches 13.78 x 6.89 x 13.86 inches black 1 12,fbm-01,864,383,4,5,13,29,49,4.14
B005LLBBSS,9SIAAEE5811737,19-116-405,intel pentium g860 sandy bridge dual-core 3.0 ghz lga 1155 65w bx80623g860 desktop processor intel hd graphics | 3 mb cache -,130,CPUs,intel,b005llbbss 4.3 out of 5 stars 12 ounces     item can be shipped within u.s. this item is not eligible for international shipping. september 10  2011 3 ghz pentium g860 intel bx80623g860 1 pounds 4.5 x 3.5 x 4 inches 4.5 x 3.5 x 4 inches intel 2,bx80623g860,59,59,0,0,5,24,71,4.66
B005MNGQ6C,9SIA1N81H85565,22-157-063,transcend 1tb storejet 25m3 military-grade shock resistance portable external hard drive usb 3.0 model ts1tsj25m3 iron gray | 1 tb m3 military drop tested,63.45,External Harddrives,transcend,b005mngq6c 4.3 out of 5 stars 11.4 ounces     item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. september 13  2011 1024 gb portable 1 transcend ts1tsj25m3 ts1tsj25m3 7.7 ounces 5.1 x 0.8 x 3.2 inches 5.1 x 0.8 x 3.25 inches black 1 ddr3 sdram 5400 rpm,ts1tsj25m3,2835,5,10,3,3,12,72,4.33
B005O65JXI,9SIA0AJ4DP0007,35-103-215,refurbished  cooler master hyper 212 evo - cpu cooler with 120 mm pwm fan | 120mm,44.97,CPU Fans and Heatsinks,cooler master,b005o65jxi 4.4 out of 5 stars 2 pounds     item can be shipped within u.s. this item is not eligible for international shipping. september 1  2011 cooler master rr-212e-20pk-r2 n/a 1.3 pounds 6.2 x 9 x 3.5 inches 6.2 x 9 x 3.5 inches hyper 212 evo none,rr-212e-20pk-r2,7482,11,4,3,6,16,71,4.47
B005OFL7E4,9SIAAEE57D9074,19-115-228,intel  i7-2600s sandy bridge quad-core 2.8ghz  3.8ghz turbo boost  lga 1155 65w bx80623i72600s desktop processor intel hd graphics 2000 | core 2.8 ghz 8 mb cache -,268.84,CPUs,intel,b005ofl7e4 4.1 out of 5 stars 11.2 ounces     item can be shipped within u.s. this item is not eligible for international shipping. september 21  2011 2.8 ghz intel core i7 intel i7-2600s bx80623i72600s 11.2 ounces 4.5 x 4 x 3.2 inches 4.5 x 4 x 3.25 inches intel 4,bx80623i72600s,9,7,11,0,11,0,78,4.34
B005OKQUJ6,N82E16822148910,22-148-910,"seagate barracuda stbd2000101 2tb 7200 rpm 64mb cache sata 6.0gb/s 3.5"" internal hard drive retail packaging | desktop hdd 7200rpm 6 gb/s - kit",79.99,Internal Harddrives,seagate,b005okquj6 4.1 out of 5 stars 1.7 pounds     september 21  2011 3.5 inches 2 tb seagate stbd2000101 stbd2000101 pc n/a 1.4 pounds 5.8 x 4 x 0.9 inches 5.75 x 4 x 0.88 inches serial ata-600 7200 rpm,stbd2000101,632,255,12,4,6,14,64,4.14
B005SAKW7S,N82E16833320088,33-320-088,asus rt-n53 dual band wireless n600 soho router  dd-wrt open source support  fast ethernet  5 guest ssid  parental access time control to each user | wireless-n 600 8,42.19,Wireless Routers,asus,b005sakw7s 3.6 out of 5 stars 2.1 pounds     october 1  2011 802.11 a/b/g/n asus rt-n53 1.4 pounds 9 x 3.3 x 12.4 inches 9 x 3.3 x 12.4 inches black dram,rt-n53,328,103,20,14,10,15,41,3.43
B005SAKW7S,N82E16833320122,33-320-122,refurbished  asus rt-n53 dual band wireless n600 soho router  dd-wrt open source support  fast ethernet  5 guest ssid  parental access time control to each user | wireless-n 600 8,34.69,Wireless Routers,asus,b005sakw7s 3.6 out of 5 stars 2.1 pounds     october 1  2011 802.11 a/b/g/n asus rt-n53 1.4 pounds 9 x 3.3 x 12.4 inches 9 x 3.3 x 12.4 inches black dram,rt-n53,328,48,20,14,10,15,41,3.43
B005SCYFRE,9SIA4H81E87627,17-341-052,pc power & cooling zt series 750 watt  750w  80+ bronze fully-modular active pfc performance grade atx pc power supply 5 year warranty ocz-zt750w,133.84,Power Supplies,ocz,b005scyfre 3.8 out of 5 stars 7.3 pounds     item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. october 19  2011 pc power & cooling ocz-zt750w 7.2 pounds 12.2 x 3.9 x 7.7 inches 12.2 x 3.94 x 7.68 inches black none,ocz-zt750w,156,286,13,6,3,14,64,4.1
B005T63BEM,N82E16820233216,20-233-216,corsair valueselect 8gb 204-pin ddr3 so-dimm ddr3 1333  pc3 10600  laptop memory model cmso8gx3m1a1333c9 | 1x8gb mhz 10666 1.5v,52.99,Memory,corsair,b005t63bem 4.5 out of 5 stars 0.6 ounces     october 11  2011 8 gb ddr3 1333 mhz corsair cmso8gx3m1a1333c9 n/a 0.2 ounces 5 x 5 x 0.2 inches 5 x 5 x 0.25 inches 1 ddr3 sdram 1.5 volts,cmso8gx3m1a1333c9,230,52,5,2,3,9,81,4.59
B005WKFHNS,N82E16828142734,28-142-734,canon imageclass lbp7660cdn color laser printer with duplex printing  21 ppm,344.43,Laser Printers,canon,19.7 x 16.3 x 13.6 inches 55.6 pounds 68 pounds     canon usa  lasers  b005wkfhns item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. china 5089b010ab 3.8 out of 5 stars october 17  2011 none none,lbp7660cdn,35,2,12,6,17,14,51,3.86
B005WKHYJI,9SIA5AD3WD9839,22-136-579,"western digital wd2003fyys 2 tb 3.5' internal hard drive. 2tb re4 sata 7200 rpm 64mb 3gbps satahd. sata/300 - 7200 rpm - 64 mb buffer - hot swappable | wd cache 3.0gb/s 3.5"" drive bare drive",74.47,Internal Harddrives,western digital,b005wkhyji 3.8 out of 5 stars 1.9 pounds     december 1  2009 western digital 1.9 pounds 8.8 x 6.1 x 2.9 inches wd2003fyys 2 tb wd2003fyys 7025-01-604-0674 none,wd2003fyys,9,117,22,0,11,11,56,3.79
B005Z0YNY4,9SIAAEE4M23185,19-115-220,intel intel core i5-650 3.2ghz clarkdale dual-core 3.2 ghz lga 1156 73w bx80616i5650 desktop processor intel hd graphics | 3.20 turbo memory 4mb,138.48,CPUs,intel,5.7 x 4.9 x 3.2 inches 12 ounces 12 ounces intel b005z0yny4 bx80616i5650 5.0 out of 5 stars october 24  2011 none none,bx80616i5650,2,89,0,0,0,0,100,5
B005Z1QG2K,9SIA85V3R94990,35-226-049,silenx efz-80ha3 80mm 3rd generation fluid dynamic bearing effizio cpu cooler,9.99,CPU Fans and Heatsinks,silenx,3.4 x 2.6 x 4.5 inches 10.7 ounces 11.4 ounces silenx b005z1qg2k efz-80ha3 4.6 out of 5 stars november 19  2011 none none,efz-80ha3,12,27,0,0,0,17,83,4.83
B005ZUZD2K,N82E16811147157,11-147-157,rosewill blackhawk-ultra full tower gaming computer case  support up to hptx mb  support dual psu  come with 8 cooling fans | super cases black,179.99,Computer Cases,rosewill,b005zuzd2k 4.1 out of 5 stars 32.7 pounds     item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. october 26  2011 4 2 rosewill blackhawk-ultra 32.7 pounds 30.2 x 28 x 13.5 inches 30.25 x 28 x 13.5 inches black 1,blackhawk-ultra,78,315,7,1,4,24,64,4.37
B00603QXPM,9SIAAEE5B48720,19-116-492,intel core i7-3930k sandy bridge-e 6-core 3.2ghz  3.8ghz turbo  lga 2011 130w bx80619i73930k desktop processor | hexa-core 3.2 ghz 12 mb cache -,507.82,CPUs,intel,4.9 x 2 x 1.8 inches 3.2 ounces 4.8 ounces item can be shipped within u.s. this item is not eligible for international shipping. b00603qxpm bx80619i73930k 4.5 out of 5 stars september 10  2011 none none,bx80619i73930k,135,356,2,1,2,8,87,4.77
B0062KA4VM,N82E16833156380,33-156-380,trendnet wireless n300 home router high power 5dbi antennas  pre-encrypted  internet bandwidth control  lan ports  wan ports  ipv6  tew-731br,18.99,Wireless Routers,trendnet,b0062ka4vm 3.9 out of 5 stars 1.2 pounds     item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. november 2  2011 802.11b  802.11g  802.11n trendnet tew-731br 7.4 ounces 6.2 x 4.3 x 1.3 inches 6.22 x 4.3 x 1.34 inches ac 5 volts,tew-731br,1140,78,13,7,6,17,57,3.98
B0062L8ZN0,N82E16835118097,35-118-097,zalman cpu cooler for intel socket 2011/1155/1156/1366/775 and amd socket fm1/am3+/am3/am2+/am2 cnps12x | 120mm long life bearing high performance triple fan,47.8,CPU Fans and Heatsinks,zalman,b0062l8zn0 4.1 out of 5 stars 3.3 pounds     item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. december 9  2011 zalman cnps12x 3.7 pounds 10 x 8 x 6.5 inches 10 x 8 x 6.5 inches grey none,cnps12x,16,104,6,12,6,13,63,4.15
B0065HOT2W,N82E16820231488,20-231-488,g.skill ripjaws x series 8gb 240-pin ddr3 sdram ddr3 1600  pc3 12800  desktop memory model f3-12800cl10s-8gbxl | 1 pc3-12800 ripjawsx 10-10-10-30 single module,57.42,Memory,g.skill,b0065hot2w 4.6 out of 5 stars 8 ounces     november 10  2011 8 gb ddr3 1600 mhz g.skill f3-12800cl10s-8gbxl 1.1 ounces 5.2 x 0.3 x 0.2 inches 5.2 x 0.28 x 0.16 inches g.skill ddr3 sdram 1.5 volts,f3-12800cl10s-8gbxl,26,136,8,0,0,8,84,4.6
B0067G1N34,9SIA4RE54V1795,20-148-493,crucial 8gb kit  4gbx2  ddr3 1333 mt/s  pc3-10600  cl9 sodimm 204-pin 1.35v/1.5v notebook memory modules ct2kit51264bf1339 | 2 x 4gb so-dimm ddr3l pc3l 10600 laptop model,89.98,Memory,crucial,b0067g1n34 4.7 out of 5 stars 1.4 ounces     amazon only ships this item within the contiguous 48 united states. other sellers on amazon may ship this item to alaska  hawaii and us territories. this item is not eligible for international shipping. november 24  2011 4 gb ddr3 1333 1333 mhz crucial ct2cp51264bf1339 1.4 ounces 7 x 0.4 x 5 inches 7 x 0.44 x 5 inches ddr3 sdram 1.35 volts,ct2kit51264bf1339,915,57,3,2,3,6,86,4.7
B0069RXHQW,N82E16820139976,20-139-976,kingston valueram 8gb  1x8gb  1333mhz ddr3 non-ecc cl9 sodimm notebook memory kvr1333d3s9/8g | 204-pin so-dimm 1333 laptop model,55.34,Memory,kingston,b0069rxhqw 4.5 out of 5 stars 1.4 ounces     november 20  2011 8 gb ddr3 1333 1333 mhz kingston technology kingston technology corp. kvr1333d3s9/8g 0.5 ounces 1.8 x 0.3 x 3.8 inches 1.8 x 0.3 x 3.75 inches ddr3 sdram 1.5 volts,kvr1333d3s9/8g,25,5,8,0,0,16,76,4.52
B006B1RRSU,9SIA67S5CF6604,13-121-534,intel boxdx79si lga 2011 intel x79 sata 6gb/s usb 3.0 atx intel motherboard | extreme series ddr3 2400 desktop,509,Motherboards,intel,b006b1rrsu 3.5 out of 5 stars 4.5 pounds november 14  2011 64 gb ddr3 2400 ddr3 2133 ddr3 1066 ddr3 1333 ddr3 1600 intel boxdx79si 2 pounds 13.8 x 12.4 x 3.9 inches 13.8 x 12.4 x 3.9 inches,boxdx79si,16,47,37,0,0,19,44,3.33
